incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Carrizo Fire,TRUE,2020-08-13T11:44:19Z,2020-08-12T19:12:15Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,Soda Lake rd and Belmont Trail,183,,-119.987565,35.308259,2020-08-12T11:44:00Z,8/12/20,8/12/20,N,TRUE,FALSE
Meiss Fire,TRUE,2020-08-14T08:50:51Z,2020-08-13T17:01:18Z,CAL FIRE Amador-El Dorado Unit,Sacramento,"Dillard Rd and Meiss Rd, southwest of Rancho Murieta",512,"Cooperating Agencies: Sacramento Metropolitan Fire District., El Dorado County Fire Protection District",-121.172572,38.474502,2020-08-14T07:16:00Z,8/14/20,8/13/20,N,TRUE,FALSE
Ranch 2 Fire,TRUE,2020-11-10T14:17:37Z,2020-08-13T14:49:55Z,Angeles National Forest ,Los Angeles,"North San Gabriel Canyon Rd and Ranch Rd, San Gabriel Canyon",4237,Angeles National Forest ,-117.910498,34.160265,2020-10-05T14:17:00Z,10/5/20,8/13/20,N,FALSE,FALSE
Feather Fire,FALSE,2020-09-22T11:05:40Z,2020-08-13T19:03:25Z,USFS Plumas National Forest,Sierra,northwest of Howland Flat,,USFS Plumas National Forest,-120.889438,39.716713,,,8/13/20,N,FALSE,FALSE
Clark Fire,TRUE,2020-08-14T19:24:05Z,2020-08-14T17:55:25Z,CAL FIRE Butte County Fire ,Butte,"Durham Pentz Road and Clark Road, southwest of Pentz in Butte County. ",110,,-121.633994,39.647686,2020-08-14T19:23:00Z,8/14/20,8/14/20,N,TRUE,FALSE
Loyalton Fire,TRUE,2020-08-27T06:54:38Z,2020-08-14T18:52:58Z,USFS Tahoe National Forest,Sierra,Mount Ina Coolbrith East of Loyalton in Sierra County. ,47029,Tahoe National Forest,-120.143473,39.702438,2020-08-26T06:54:00Z,8/26/20,8/14/20,N,FALSE,FALSE
Whale Fire,TRUE,2020-11-10T14:21:08Z,2020-08-15T13:21:11Z,CAL FIRE San Luis Obispo,San Luis Obispo,"Old Creek Road and Sant Rita Road, north of Cayucos in San Luis Obispo County. ",312,CAL FIRE San Luis Obispo,-120.856731,35.472114,2020-08-19T14:50:00Z,8/19/20,8/15/20,N,TRUE,FALSE
Hills Fire,TRUE,2020-08-24T21:10:45Z,2020-08-15T17:00:46Z,CAL FIRE Fresno-Kings County Fire,Fresno,"Highway 33 and  Sutter Ave,  south of Coalinga in Fresno County. ",2121,"CAL FIRE Fresno-Kings County Fire, Cooperating Agencies: CCC, CDCR, BLM",-120.427342,36.09876,,,8/15/20,N,TRUE,FALSE
3-2 Fire,TRUE,2020-08-17T19:24:20Z,2020-08-16T07:56:39Z,CAL FIRE San Luis Obispo Unit ,San Luis Obispo,"Sunrise Ridge Rd and Santa Rita Rd, East of Cayucos",20,CAL FIRE San Luis Obispo Unit ,-120.801074,35.519723,2020-08-17T19:23:00Z,8/17/20,8/16/20,N,TRUE,FALSE
Elk Fire,TRUE,2020-08-17T21:01:45Z,2020-08-16T10:14:46Z,CAL FIRE Tehama-Glenn Unit,Glenn,west of Willows,727,CAL FIRE Tehama-Glenn Unit,-122.427358,39.52452,2020-08-17T21:01:00Z,8/17/20,8/16/20,N,TRUE,FALSE
River Fire,TRUE,2020-09-04T19:08:39Z,2020-08-16T14:56:54Z,CAL FIRE San Benito-Monterey Unit ,Monterey,"Pine Canyon and River Rd, east of Salinas",48088,"Monterey County Sheriff, Cooperating Agencies: Monterey County Regional Fire, CAL OES, Monterey County Sheriff, CHP, Monterey County OES, Red Cross, Monterey County Farm Bureau, and PG&E",-121.62161,36.60239,,,8/16/20,N,TRUE,FALSE
August Complex (includes Doe Fire),TRUE,2020-11-18T10:22:42Z,2020-08-16T20:37:26Z,Mendocino National Forest,"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa"," Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, & Colusa ",1032648,Mendocino National Forest,-122.673,39.776,2020-11-11T10:21:44Z,11/11/20,8/16/20,N,FALSE,FALSE
Jones Fire,TRUE,2020-08-28T16:25:02Z,2020-08-17T06:50:32Z,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit and Nevada County Consolidated Fire Protection District,Nevada,"Jones Bar Rd, Yuba River Drainage, northwest of Nevada City",705,"CAL FIRE Nevada-Yuba-Placer Unit, Nevada County Consolidated Fire Protection District",-121.100352,39.29241,2020-08-28T16:19:00Z,8/28/20,8/17/20,N,TRUE,FALSE
Beach Fire ,TRUE,2020-09-06T20:23:17Z,2020-08-17T12:31:38Z,USFS Inyo National Forest,Mono,"Hwy 120 and Forest Road 1N23, south of Mono Lake",,USFS Inyo National Forest,-119.010655,37.919382,2020-08-28T20:22:00Z,8/28/20,8/17/20,N,FALSE,FALSE
4-8 Fire,TRUE,2020-08-19T21:08:52Z,2020-08-17T14:16:58Z,CAL FIRE Tehama-Glenn Unit,Glenn,"Highway 162 and County Road 302, west of Willows",275,CAL FIRE Tehama-Glenn Unit,-122.5012461,39.555943,2020-08-19T21:08:00Z,8/19/20,8/17/20,N,TRUE,FALSE
Holser Fire,TRUE,2020-11-10T14:20:57Z,2020-08-17T17:08:40Z,Ventura County Fire Department,Ventura,"Holser Canyon Rd and Piru Canyon Rd, south of Lake Piru",3000,Ventura County Fire Department,-118.758965,34.438759,,,8/17/20,N,FALSE,FALSE
Murphy Fire,TRUE,2020-08-19T18:51:15Z,2020-08-17T20:06:44Z,CAL FIRE Amador – El Dorado Unit,El Dorado,"Johntown Creek Road, Garden Valley",14,,-120.876546,38.840068,2020-08-19T18:50:00Z,8/19/20,8/17/20,N,TRUE,FALSE
CZU Lightning Complex (Including Warnella Fire) ,TRUE,2020-09-23T15:43:36Z,2020-08-16T06:41:00Z,"Unified Command Agencies: Santa Cruz Co. Sheriff’s Office, San Mateo Co. Sheriff’s Office, Felton Fire Protection District, Santa Cruz County Fire Department, San Mateo County Fire Department, Boulder Creek Fire Department, Ben Lomond Fire Protection District","Santa Cruz, San Mateo",Various locations across San Mateo and Santa Cruz Counties,86509,"CAL FIRE San Mateo-Santa Cruz Unit, Cooperating Agencies: CAL FIRE - Santa Cruz County Sheriff’s Office, San Mateo’s County Sheriff’s Office, Santa Cruz County Fire Department, San Mateo County Fire Department",-122.22275,37.17162,2020-09-22T19:53:00Z,9/22/20,8/16/20,N,TRUE,FALSE
SCU Lightning Complex,TRUE,2020-10-01T10:29:40Z,2020-08-18T09:25:25Z,CAL FIRE Santa Clara Unit,"Santa Clara, Alameda, Contra Costa, San Joaquin, Stanislaus","Multiple locations throughout Santa Clara County, Alameda County, Contra Costa County, San Joaquin County, Merced and Stanislaus County",396624,"Cooperating Agencies: Alameda County FD / SO / Animal Services, Atwater City FD / City Manager, CA Dept of Water Resources, CA Dept of Corrections and Rehabilitation, Cal OES, CA Conservation Corps, CA Dept Parks & Recreation, CHP, San Jose City FD /PD, Contra Costa County FPD / SO / OES, DLA San Joaquin County FD, Dos Palos PD / City Manager, East Bay Regional Park, East Contra Costa FD, Fremont City FD / PD / Mayor, Gustine City PD / City Manager, Hollister/San Benito County FD, Livermore-Pleasanton FD / PD, Livingston City Manager, Los Banos FD / PD, Merced City FD, Merced County Fire / SO / Sheriff Animal Services / OES, Milpitas FD / PD, Morgan Hill PD, PG&E, Pleasanton PD, San Benito County SO, San Francisco Water Department, San Joaquin County SO, San Jose FD, San Jose Water Company, San Ramon Valley FD, Santa Clara County FD / SO / Animal Control / Parks, Santa Clara Valley Water District, SF Water Department, South San Joaquin County Fire Authority, Stanislaus County Consolidated FD / SO / OES, Tracy PD, Turlock Irrigation District, CAL FIRE Santa Clara Unit",-121.30435,37.439437,2020-10-01T10:29:00Z,10/1/20,8/18/20,N,TRUE,FALSE
Bell Fire,FALSE,2020-09-06T14:32:46Z,2020-08-18T10:21:52Z,Stanislaus National Forest,Tuolumne,"Emigrant Wilderness, East of Pinecrest",,Stanislaus National Forest,-119.869,38.183,,,8/18/20,N,FALSE,FALSE
Carmel Fire,TRUE,2021-01-11T07:58:01Z,2020-08-18T14:24:01Z,CAL FIRE San Benito-Monterey Unit ,Monterey,"Cachagua Rd and Carmel Valley Rd, South of Carmel",6905,"CAL FIRE San Benito-Monterey Unit, Cooperating Agencies: California Office of Emergency Services, Monterey County Sheriff, California Highway Patrol, Monterey County Office of Emergency Services, California Department of Corrections and Rehabilitation, Red Cross, Monterey County Sheriff",-121.68181,36.4463,,,8/18/20,N,TRUE,FALSE
3-19 Fire,TRUE,2020-11-10T14:20:24Z,2020-08-18T15:27:56Z,CAL FIRE Mendocino Unit,Mendocino,Burris Lane in Potter Valley,62,"CAL FIRE Mendocino Unit, Cooperating Agencies: California Department of Corrections, Covelo Fire Department, Leggett Fire Department, Laytonville Fire Department and Mendocino County Sheriffs Office.",-123.013667,39.276,2020-08-21T08:08:00Z,8/21/20,8/18/20,N,TRUE,FALSE
Salt Fire,TRUE,2020-08-24T19:55:18Z,2020-08-18T16:33:32Z,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,Salt Springs Valley Reservoir,1789,,-120.763258,38.027921,,,8/18/20,N,TRUE,FALSE
Creek Fire,TRUE,2020-09-06T14:09:34Z,2020-08-18T17:58:52Z,CAL FIRE Mendocino Unit,Mendocino,"Covelo, Highway 162 and Short Creek Rd",820,"Cooperating Agencies: California Department of Corrections, Covelo Fire Department, Leggett Fire Department, Laytonville Fire Department and Mendocino County Sheriffs Office., CAL FIRE Mendocino Unit",-123.2111007,39.8174372,2020-08-21T21:00:00Z,8/21/20,8/18/20,N,TRUE,FALSE
"LNU Lightning Complex (includes Hennessey, Gamble, 15-10, Spanish, Markley, 13-4, 11-16, Walbridge)",TRUE,2020-10-02T13:41:19Z,2020-08-17T06:40:00Z,CAL FIRE Sonoma-Lake-Napa Unit ,"Napa, Sonoma, Lake, Yolo, Solano",See details below,363220,,-122.14864,38.48193,2020-10-02T10:38:00Z,10/2/20,8/17/20,N,TRUE,FALSE
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,TRUE,2020-10-16T15:20:42Z,2020-08-19T09:12:42Z,CAL FIRE Tehama-Glenn Unit,"Tehama, Glenn",Southwest of Red Bank Rd,19609,"Cooperating Agencies: Glenn County Sheriff's Office, Tehama County Sheriff's Office, CA Conservation Corps, CA State Parks, CA Dept. of Water Resources, Glenn County Public Health, Tehama County Public Health, CA Highway Patrol, Sierra Pacific Industries, PG&E, Ca Dept. of Corrections and Rehabilitation, BLM, CAL OES, Glenn County OES, Tehama County OES, Shasta Trinity National Forest ",-122.4393,40.09571,2020-10-09T15:20:00Z,10/9/20,8/19/20,N,TRUE,FALSE
Flint Fire,TRUE,2020-08-19T20:16:41Z,2020-08-19T16:44:58Z,CAL FIRE/ Tuolumne–Calaveras Unit,Calaveras,Flint St and Rock Creek Rd,55,,-120.85258,38.03106,2020-08-19T20:16:00Z,8/19/20,8/19/20,N,TRUE,FALSE
Moc Fire,TRUE,2020-11-17T15:36:09Z,2020-08-20T14:26:08Z,CAL FIRE Tuolumne-Calaveras Unit and Central California District,Tuolumne,"Hwy 49 and Hwy 120, Moccasin",2857,,-120.312565,37.813779,2020-08-30T19:14:00Z,8/30/20,8/20/20,N,TRUE,FALSE
Volcano Fire,TRUE,2020-08-22T21:22:19Z,2020-08-20T16:18:49Z,CAL FIRE /San Diego County Fire Department,San Diego,"De Luz Rd and Tenaja Truck Trail, west of Temecula City",45,,-117.328234,33.454896,2020-08-22T21:17:00Z,8/22/20,8/20/20,N,TRUE,FALSE
Coyote Fire,TRUE,2020-09-08T11:47:36Z,2020-08-21T14:36:08Z,Unified command with CAL FIRE and San Jose City Fire Department,Santa Clara,Monterey Rd and Coyote Creek Golf Dr,143,,-121.68465,37.18725,2020-08-26T17:00:00Z,8/26/20,8/21/20,N,TRUE,FALSE
Sheep Fire ,TRUE,2020-09-13T07:53:32Z,2020-08-22T22:02:57Z,"Unified Command: Plumas National Forest, Lassen National Forest, Lassen-Modoc Unit",Plumas,"Gold Run Road, Southwest of Susanville in Plumas County. ",29570,Plumas National Forest,-120.757,40.274,2020-09-09T09:00:00Z,9/9/20,8/22/20,N,TRUE,FALSE
W-5 Cold Springs,TRUE,2020-09-16T11:19:10Z,2020-08-23T08:24:24Z,BLM Northern CA District,Lassen,"Cold Spring Road, West of Cold Spring Mountain ",,BLM Northern CA District,-120.281389,41.028611,2020-09-16T11:18:00Z,9/16/20,8/23/20,N,FALSE,FALSE
Woodward Fire,TRUE,2020-10-06T07:37:32Z,2020-08-18T14:27:00Z,Point Reyes National Seashore National Park Service,Marin,"Woodward Valley Trail, East of Olema",4929,"Point Reyes National Seashore National Park Service, Marin County Evacuation Map",-122.836701,38.018089,2020-10-02T07:21:00Z,10/2/20,8/18/20,N,FALSE,FALSE
Placer Fire,TRUE,2020-11-10T14:20:09Z,2020-08-25T16:29:58Z,CAL FIRE San Luis Obispo,San Luis Obispo,"west of La Panza Station 41, east of Santa Margarita in San Luis Obispo County. ",53,,-120.1243296,35.4335197,,,8/25/20,N,TRUE,FALSE
R-8 Pinecone Fire ,TRUE,2020-11-10T14:19:52Z,2020-08-26T08:03:48Z,BLM Northern CA District Bureau of Land Management,Lassen,"Highway 395 and Termo Grasshopper Road, West of Termo",567,BLM Northern CA District Bureau of Land Management,-120.536,40.773,2020-08-31T14:19:00Z,8/31/20,8/26/20,N,FALSE,FALSE
Perry Fire,TRUE,2020-08-26T19:35:14Z,2020-08-26T13:37:15Z,Unified command: CAL FIRE Nevada-Yuba-Placer Unit and City of Auburn Fire Dept,Placer,Perry Ranch Rd and Werner Rd,9,,-121.10411,38.8825,,,8/26/20,N,TRUE,FALSE
Johnson Fire ,TRUE,2020-08-30T19:27:40Z,2020-08-28T16:21:25Z,Los Angeles County Fire Dept,Los Angeles,"Johnson Road and Limeridge Dr, East of Elizabeth Lake in Los Angeles County",290,,-118.36411,34.65979,2020-08-30T19:27:00Z,8/30/20,8/28/20,N,FALSE,FALSE
Hensley Fire ,TRUE,2020-08-30T19:11:42Z,2020-08-30T11:11:55Z,CAL FIRE Madera-Mariposa-Merced Unit,Madera,"Road 400 and Road 406, south of Hensley Lake in Madera County",688,,-119.88673,37.08053,2020-08-30T19:11:00Z,8/30/20,8/30/20,N,TRUE,FALSE
Hobo Fire ,TRUE,2020-09-16T11:23:33Z,2020-09-01T09:37:58Z,Shasta Trinity National Forest ,Trinity,"East Fork Rd and Barney Gulch Rd, north of Helena",,Shasta Trinity National Forest,-123.12461,40.82126,2020-09-10T11:23:00Z,9/10/20,9/1/20,N,FALSE,FALSE
Slink Fire,FALSE,2020-11-10T14:33:04Z,2020-09-01T12:38:11Z,Humboldt-Toiyabe National Forest,Mono,"Slinkard Valley, west of Coleville, California",,Humboldt-Toiyabe National Forest,-119.568,38.568,,,9/1/20,N,FALSE,FALSE
Catholic Fire,TRUE,2020-09-02T07:19:00Z,2020-09-01T17:34:38Z,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Highway 20 and Catholic Church Rd, east of Clearlake Oaks",13,,-122.637037,39.012743,2020-09-02T07:18:00Z,9/2/20,9/1/20,N,TRUE,FALSE
Creek Fire,TRUE,2020-12-18T13:43:28Z,2020-09-04T18:21:00Z,Sierra National Forest ,"Fresno, Madera","Both sides of the San Joaquin River near Mammoth Pool, Shaver Lake, Big Creek and Huntington Lake",,Sierra National Forest ,-119.261175,37.19147,,,9/4/20,N,FALSE,FALSE
El Dorado Fire,TRUE,2020-11-18T10:41:54Z,2020-09-05T12:51:00Z,"San Bernardino National Forest, San Bernardino County Fire Department ","San Bernardino, Riverside","Oak Glen Rd Road and Potato Canyon Road, West of Oak Glen",22744,,-116.98669,34.08056,2020-11-16T08:00:00Z,11/16/20,9/5/20,N,FALSE,FALSE
Valley Fire,TRUE,2020-09-25T07:25:30Z,2020-09-05T16:02:32Z,Cleveland National Forest ,San Diego,"Japatul Road and  Carveacre Road, Southeast of Alpine",16390,"Cleveland National Forest , Cleveland National Forest, Cooperating Agencies: San Diego Sheriff’s Department, San Diego Office of Emergency Services, California Office of Emergency Services, California Highway Patrol, US Fish and Wildlife Services, Bureau of Indian Affairs, Bureau of Land Management, American Red Cross, Viejas Reservation",-116.692705,32.765615,2020-09-24T15:30:00Z,9/24/20,9/5/20,N,FALSE,FALSE
Oak Fire,TRUE,2020-10-16T07:31:42Z,2020-09-07T13:26:45Z,CAL FIRE MEU Mendocino Unit,Mendocino,"West of Highway 101--Big John Road & Skyview Road, Brooktrails Township, Willits",1100,"CAL FIRE Mendocino Unit , Cooperating Agencies: California Department of Corrections and Rehabilitation, Mendocino County Sheriffs Depatment, Brooktrails Fire and Little Lake Fire. ",-123.3965,39.4935,2020-09-14T19:38:00Z,9/14/20,9/7/20,N,TRUE,FALSE
Fork Fire,TRUE,2020-11-09T17:48:59Z,2020-09-08T13:03:25Z,,El Dorado,"South Fork Road and Trail View, northeast of Pollock Pines in El Dorado County. ",,Eldorado National Forest,-120.394,38.99,2020-11-09T17:48:00Z,11/9/20,9/8/20,N,FALSE,FALSE
Willow Fire,TRUE,2020-09-16T18:03:48Z,2020-09-09T06:04:43Z,CAL FIRE Nevada-Yuba-Placer Unit ,Yuba,"Neptune Lane and Willow Glen Road, North of Smartville ",1311,"Cooperating Agencies: CHP, LINDA FIRE, BEALE AFB, OLIVEHURST FIRE, FOOTHILL FIRE",-121.32361,39.3637,2020-09-14T17:35:00Z,9/14/20,9/9/20,N,TRUE,FALSE
Sperry Fire,TRUE,2020-09-16T07:28:21Z,2020-09-08T22:27:00Z,CAL FIRE Santa Clara Unit ,Stanislaus,"Interstate 5 and Sperry Road, West of Patterson ",45,,-121.18018,37.46377,2020-09-09T07:27:00Z,9/9/20,9/8/20,N,TRUE,FALSE
Schoolhouse Fire,TRUE,2020-09-17T19:57:01Z,2020-09-09T15:59:31Z,CAL FIRE Siskiyou Unit,Siskiyou,Schoolhouse Gap Rd And McAdams Creek Rd,45,CAL FIRE Siskiyou Unit,-122.84057,41.68229,2020-09-17T19:56:00Z,9/17/20,9/9/20,N,TRUE,FALSE
Shackleford Fire,TRUE,2020-10-05T09:45:31Z,2020-09-11T10:05:44Z,CAL FIRE Siskiyou Unit,Siskiyou,"Shackleford Rd, southwest of Quartz Valley Reservation",50,,-123.021635,41.575549,2020-09-21T19:57:00Z,9/21/20,9/11/20,N,TRUE,FALSE
Bullfrog Fire,TRUE,2020-11-10T14:06:11Z,2020-09-12T13:57:57Z,Sierra National Forest,Fresno,"Dinkey Lakes and Nelson Lake, SE of Bullfrog Lake",1185,Sierra National Forest ,-119.027309,37.135474,2020-11-09T14:06:00Z,11/9/20,9/12/20,N,FALSE,FALSE
Fox Fire,TRUE,2020-10-06T08:32:25Z,2020-09-16T11:08:31Z,Klamath National Forest ,Siskiyou,"Fox Creek, Southwest of Callahan ",2188,Klamath National Foret ,-122.847359,41.211022,2020-09-30T08:31:00Z,9/30/20,9/16/20,N,FALSE,FALSE
San Antonio Fire ,TRUE,2020-09-18T08:49:56Z,2020-09-16T16:00:33Z,,Santa Barbara,"Vandenberg Road and San Antonio Road, Vandenberg Air Force Base in Santa Barbara County. ",111,,-120.491594,34.773809,2020-09-18T08:00:00Z,9/18/20,9/16/20,N,FALSE,FALSE
Snow Fire ,FALSE,2020-10-06T08:34:14Z,2020-09-17T16:11:01Z,San Bernardino National Forest,Riverside,"Snow Creek Road and Cottonwood Road,  west of Palm Springs in Riverside County. ",,San Bernardino National Forest,-116.68386,33.88831,,,9/17/20,N,FALSE,FALSE
Glass Fire,TRUE,2020-10-20T12:02:41Z,2020-09-27T03:48:00Z,"Unified Command: CAL FIRE Sonoma Lake Napa, Sonoma County Sheriff’s Office, Napa County Sheriff’s Office, Santa Rosa Fire Department and Santa Rosa Police Department.","Napa, Sonoma",North Fork Crystal Springs Rd & Crystal Springs Rd,67484,"CAL FIRE LNU, Cooperating Agencies: Napa County Fire Department, Santa Rosa PD, Santa Rosa FD, Sonoma Valley Fire Authority, Sonoma County Fire, City of Calistoga, AMR, BLM, OES, PG&E, CDCR, CHP, CALTRANS, & State Parks",-122.49745,38.56295,2020-10-20T11:00:00Z,10/20/20,9/27/20,N,TRUE,FALSE
Zogg Fire,TRUE,2020-10-16T15:08:18Z,2020-09-27T16:03:27Z,CALFIRE Shasta-Trinity Unit,"Shasta, Tehama","Zogg Mine Road and Jenny Bird Lane, North of Igo",56338,"CAL FIRE Shasta-Trinity Unit , Cooperating Agencies: Shasta County Sheriff, Tehama County SO, PG&E, CAL TRANS, CHP, Sierra Pacific, Mountain Gate Fire Protection District, Shasta County Fire Department, Shasta County Public Works, City of Redding Fire Department, Anderson Fire Department, Cottonwood Fire Protection District, Weaverville Fire Protection District, National Guard, California Conservation Corps, California Department of Corrections, BLM, California State Parks, Cal OES, National Parks, USFS",-122.56656,40.53927,2020-10-13T17:02:00Z,10/13/20,9/27/20,N,TRUE,FALSE
Martindale Fire ,TRUE,2020-10-20T13:33:54Z,2020-09-28T17:08:09Z,Angeles National Forest ,Los Angeles,"Bouquet Canyon Road, East of Hawthorne",230,Angeles National Forest ,-118.4,34.563,2020-09-30T08:36:00Z,9/30/20,9/28/20,N,FALSE,FALSE
Candy Fire,TRUE,2020-09-30T19:12:07Z,2020-09-29T13:32:00Z,Riverside County Fire Department,Riverside,"Gavilan Road and Lake Mathews Dr, Perris in Riverside County.",227,Riverside County Fire Department,-117.374419,33.764357,2020-09-30T19:12:00Z,9/30/20,9/29/20,N,TRUE,FALSE
Copper Fire ,TRUE,2020-10-05T09:45:18Z,2020-09-30T13:09:00Z,CALFIRE Amador-El Dorado Unit ,Amador,"Copper Hill Rd. off Hwy 16, east of Rancho Murieta",48,"Cooperating Agencies: Amador Sheriff’s Office; CHP; Ione FD, Sutter Creek Fire Protection Dist; Amador Fire Protection Dist., Lockwood Fire Protection Dist; El Dorado Hills FD; Sac Metro Fire Dist.; Sacramento FD; Buena Vista Rancheria FD; Cameron Park FD; PG&E",-121.003602,38.49375,2020-10-03T07:08:00Z,10/3/20,9/30/20,N,TRUE,FALSE
Pony Fire,TRUE,2020-10-04T07:22:52Z,2020-10-03T15:38:00Z,CAL FIRE/ Amador-El Dorado Unit,Sacramento,"Pony Brown Rd and Ione Rd, Sloughhouse",20,,-121.039236,38.464074,2020-10-04T07:22:00Z,10/4/20,10/3/20,N,TRUE,FALSE
Lambert Fire,TRUE,2020-10-06T19:05:45Z,2020-10-04T12:46:20Z,CAL FIRE Amador El Dorado Unit ,Amador,"Lambert Road and Carbondale Road, North of Carbondale",21,,-121.006635,38.424016,2020-10-06T19:04:00Z,10/6/20,10/4/20,N,TRUE,FALSE
Fields Fire ,TRUE,2020-10-07T08:35:45Z,2020-10-07T06:06:33Z,CAL FIRE Nevada Yuba Placer Unit ,Yuba,"Gold Field Road and Hammonton Road, Northeast of Marigold ",56,,-121.450982,39.181047,2020-10-07T08:34:00Z,10/7/20,10/7/20,N,TRUE,FALSE
Irvine Fire,TRUE,2020-10-12T06:12:20Z,2020-10-11T18:04:00Z,CALFIRE/ Santa Clara Unit,Contra Costa,Irvine Drive in Moraga ,30,,-122.104314,37.821737,2020-10-12T00:00:00Z,10/12/20,10/11/20,N,TRUE,FALSE
Diamond Fire,TRUE,2020-10-15T16:06:46Z,2020-10-13T14:31:29Z,CAL FIRE Tuolumne Calaveras Unit ,Calaveras,"Highway 4 and Main Street, North of Copperopolis",21,,-120.64541,37.98337,2020-10-15T09:00:00Z,10/15/20,10/13/20,N,TRUE,FALSE
Bruder Fire,TRUE,2020-10-20T13:33:23Z,2020-10-15T05:40:14Z,CAL FIRE San Bernardino Unit  ,San Bernardino,"Bruder Lane and Helen Drive, South of Redlands",170,,-117.138078,34.014728,2020-10-16T13:33:00Z,10/16/20,10/15/20,N,TRUE,FALSE
Cameron Fire,TRUE,2020-10-21T17:16:51Z,2020-10-18T20:42:24Z,CAL FIRE Amador-El Dorado Unit,El Dorado,North of Durock Road and South of Highway 50 between Cameron Park Drive and Ponderosa Road in El Dorado county. ,15,,-120.964726,38.659387,2020-10-21T17:16:00Z,10/21/20,10/18/20,N,TRUE,FALSE
Ferry Fire,TRUE,2020-10-22T17:12:47Z,2020-10-22T14:43:49Z,City of Oroville Fire Department,Butte,"Montgomery St and Linden Ave, Oroville",6,City of Oroville Fire Department,-121.54475,39.51694,2020-10-22T17:12:00Z,10/22/20,10/22/20,N,FALSE,FALSE
Redwood Fire,TRUE,2020-10-24T18:23:15Z,2020-10-23T13:52:08Z,CAL FIRE Humboldt - Del Norte Unit ,Humboldt,"Redwood House Road and Kneeland Road, Northwest of Bridgeville",102,,-123.88658,40.55823,,,10/23/20,N,TRUE,FALSE
Pope Fire,TRUE,2020-11-03T11:28:47Z,2020-10-23T17:25:43Z,CAL FIRE/ Sonoma Lake Napa Unit,Napa,Lower Chiles Valley Rd and Chiles Pope Valley Rd,61,,-122.37828,38.56184,2020-10-25T19:10:00Z,10/25/20,10/23/20,N,TRUE,FALSE
Point Fire (Shasta and Tehama County),TRUE,2020-10-27T13:13:52Z,2020-10-25T09:56:31Z,CAL FIRE Shasta-Trinity Unit,"Shasta, Tehama","Gas Point Rd and Libby Ln, Cottonwood",275,,-122.39033,40.38869,,,10/25/20,N,TRUE,FALSE
Dersch Fire,TRUE,2020-10-27T08:38:13Z,2020-10-25T12:54:39Z,CAL FIRE Shasta-Trinity Unit,Shasta,"Dersch Rd and Franciscan Way, east of Anderson",133,,-122.18102,40.47646,,,10/25/20,N,TRUE,FALSE
Olinda Fire,TRUE,2020-12-08T16:17:38Z,2020-10-25T14:22:27Z,CAL FIRE Shasta-Trinity Unit,Shasta,"West Anderson Dr and Davidson Ln, southwest of Anderson",5,,-122.342,40.41486,2020-10-25T07:07:00Z,10/25/20,10/25/20,N,TRUE,FALSE
Silverado Fire ,TRUE,2020-11-07T07:08:07Z,2020-10-26T07:54:50Z,CAL FIRE & Orange County Fire Authority and Orange County Sheriff ,Orange,Off the 241 in the Irvine area ,12466,Orange County Fire Authority,-117.65719,33.73614,2020-11-07T07:07:00Z,11/7/20,10/26/20,N,TRUE,FALSE
Point Fire (Placer County),TRUE,2020-11-09T17:51:41Z,2020-10-26T08:21:48Z,USFS El Dorado National Forest,Placer,"Nevada Point Rd and Long Creek Rd, east of Foresthill",,USFS El Dorado National Forest,-120.488892,39.009454,2020-11-09T17:51:00Z,11/9/20,10/26/20,N,FALSE,FALSE
Blue Ridge Fire ,TRUE,2020-11-07T07:07:28Z,2020-10-26T14:32:41Z,CAL FIRE & Orange County Fire Authority ,Orange,North of the 91 in the Yorba Linda and Chino Hills area in Orange and San Bernardino Counties,13964,Orange County Fire Authority,-117.675067,33.877257,2020-11-07T07:06:00Z,11/7/20,10/26/20,N,TRUE,FALSE
